Title,Address,City,Face,Posted,Price,Bedroom,Bathroom,Floors,Parking,House Age,Amenities Count,Build Area (Aana),Price per Bedroom
"House For Sale At Civil Homes, Dhapakhel : House For Sale In Dhapakhel, Lalitpur","Civil Homes, Dhapakhel, Lalitpur",Lalitpur,East,7 months ago,36000000,3,3,3.0,2,0.0,0,4.0,12000000.0
"5 Ropani Land For Sale At Golfutar! : Land For Sale In Golfutar, Kathmandu","Golfutar basketball ground, Golfutar, Kathmandu",Kathmandu,West,7 months ago,3800000,0,0,3.0,0,0.0,0,4.0,3800000.0
"House For Rent : House For Rent In Bakhundol, Lalitpur","maitry marg Bakhundole, Bakhundol, Lalitpur",Lalitpur,East,7 months ago,180000,5,0,3.0,2,0.0,3,4.0,36000.0
"Flat System House For Sale At Ghattekulo Kathmandu. : House For Sale In Ghattekulo, Kathmandu","Ghattekulo, Ghattekulo, Kathmandu",Kathmandu,South,7 months ago,100000000,8,9,4.0,4,0.0,0,4.0,12500000.0
"House For Sale At Only Land Cost @ Baneshwor! : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,South,7 months ago,60000000,6,3,3.0,4,0.0,0,4.0,10000000.0
"Urgent Sale Land 5 Aana : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,North East,7 months ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,South East,7 months ago,65000000,5,5,3.0,3,0.0,9,4.0,13000000.0
"HEPALI GOLFUTAR HOME : House For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,East,7 months ago,56000000,6,6,3.0,3,0.0,8,4.0,9333333.333333334
"CHAPALI , BUDHANILKANTHA BUNGALOW : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,South East,7 months ago,44500000,6,5,3.0,3,0.0,8,4.0,7416666.666666667
"HATTIGAUDA BUNGALOW : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,East,7 months ago,85000000,5,5,3.0,3,0.0,9,4.0,17000000.0
"House For Sale In Balaju, Kathmandu","Machha Pokhari, Balaju, Kathmandu",Kathmandu,East,7 months ago,38000000,0,0,3.0,0,0.0,0,4.0,38000000.0
"Land For Sale In Kalanki, Kathmandu","thapagaun, Kalanki, Kathmandu",Kathmandu,West,7 months ago,2000000,0,0,3.0,0,0.0,0,4.0,2000000.0
"Land For Sale In Chandragiri, Kathmandu","Chandragiri Cable Car, Chandragiri, Kathmandu",Kathmandu,West,7 months ago,1375000,0,0,3.0,0,0.0,0,4.0,1375000.0
"Land For Sale In Thankot, Kathmandu","chekpost thankot, Thankot, Kathmandu",Kathmandu,East,7 months ago,1450000,0,0,3.0,0,0.0,0,4.0,1450000.0
"House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",Kathmandu,South,7 months ago,19000000,8,0,3.0,0,0.0,10,4.0,2375000.0
"Flat For Rent In Jorpati, Kathmandu","Chamunda Road Besigaun, Jorpati, Kathmandu",Kathmandu,East,7 months ago,50000,6,3,2.0,3,7.0,10,3.0,8333.333333333334
"Land For Sale In Thankot, Kathmandu","Trivuban Park, Thankot, Kathmandu",Kathmandu,West,7 months ago,1700000,0,0,3.0,0,0.0,0,4.0,1700000.0
"House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,North,7 months ago,7500000,3,1,1.0,0,0.0,0,4.0,2500000.0
"House For Sale At Hepali, Near Golfutar Kathmandu. : House For Sale In Budhanilkantha, Kathmandu","Hepali Near Golfutar, Budhanilkantha, Kathmandu",Kathmandu,East,7 months ago,47500000,5,4,3.0,2,0.0,0,4.0,9500000.0
"Urgent Sale A House In Grende Villa Housing, Dhapasi : House For Sale In Dhapasi, Kathmandu","Grende Villa, Dhapasi, Kathmandu",Kathmandu,South,7 months ago,25000000,3,3,3.0,1,0.0,0,4.0,8333333.333333333
"House For Sale In Imadol, Lalitpur","Krishna Mandir, Imadol, Lalitpur",Lalitpur,South,7 months ago,22500000,7,2,3.0,0,0.0,0,4.0,3214285.714285714
"House For Sale At Southern Heights Housing, Thaiba LLalitpur : House For Sale In Thaiba, Lalitpur","Southern Heights Housing, Thaiba, Lalitpur",Lalitpur,West,7 months ago,35000000,5,4,3.0,2,0.0,0,4.0,7000000.0
"Business For Sale In Swayambhu, Kathmandu","Pachdhara, Swayambhu, Kathmandu",Kathmandu,West,7 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"House For Sale In Mid Baneshwor, Kathmandu","Katyayani Temple, Mid Baneshwor, Kathmandu",Kathmandu,South East,7 months ago,50000000,7,4,2.0,1,0.0,13,4.0,7142857.142857143
"Land For Sale In Chakupat, Lalitpur","Chakupat, Chakupat, Lalitpur",Lalitpur,North,7 months ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"Modern Newly Residential Home At Balaju, Boharatar, Kathmandu : House For Sale In Balaju, Kathmandu","Boharatar, Balaju, Kathmandu",Kathmandu,North,7 months ago,25000000,7,5,4.0,1,6.0,11,4.0,3571428.5714285714
"House For Sale In Syuchatar, Kathmandu","Syuchatar, Syuchatar, Kathmandu",Kathmandu,South East,7 months ago,16500000,0,0,2.0,0,0.0,8,4.0,16500000.0
"House For Sale At Chhauni Kathmandu : House For Sale In Chhauni, Kathmandu","Museum Marga, Chhauni, Kathmandu",Kathmandu,South West,7 months ago,46000000,5,4,3.0,2,0.0,5,4.0,9200000.0
"House For Sale In Kausaltar, Bhaktapur","Kausaltar, Kausaltar, Bhaktapur",Bhaktapur,East,7 months ago,30000000,5,4,3.0,0,0.0,0,4.0,6000000.0
"Housing Land : Land For Sale In Bhaktapur, Bhaktapur","Sirutar, Bhaktapur, Bhaktapur",Bhaktapur,East,7 months ago,1700000,0,0,3.0,0,0.0,0,4.0,1700000.0
"Land For Sale In Mulpani, Kathmandu","Green Hill City, Mulpani, Kathmandu",Kathmandu,North,7 months ago,3300000,0,0,3.0,0,0.0,0,4.0,3300000.0
"Land For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,North,7 months ago,330000,0,0,3.0,0,0.0,0,4.0,330000.0
"Land For Sale In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,North,7 months ago,7000000,0,0,3.0,0,0.0,0,4.0,7000000.0
"House For Sale In Basbari, Kathmandu","Neuro Hospital, Basbari, Kathmandu",Kathmandu,South,7 months ago,28000000,2,4,3.0,3,0.0,0,4.0,14000000.0
"House For Sale In Mid Baneshwor, Kathmandu","MId Baneshwor, Mid Baneshwor, Kathmandu",Kathmandu,North,7 months ago,35000000,0,0,3.0,0,0.0,0,4.0,35000000.0
"House For Sale In Thapagaun, Kathmandu","Thapagaun, Thapagaun, Kathmandu",Kathmandu,South,7 months ago,49000000,0,0,3.0,0,0.0,0,4.0,49000000.0
"Land For Sale In Samakhusi, Kathmandu","Maipi, Samakhusi, Kathmandu",Kathmandu,South,7 months ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"Flat On Rent : Flat For Rent In Pasikot, Kathmandu","Shree ram chowk,, Pasikot, Kathmandu",Kathmandu,South,7 months ago,20000,2,1,3.0,2,7.0,7,3.0,10000.0
"Urgent Sale : Land For Sale In Birgunj, Parsa","Medical College Road, Birgunj, Parsa",Parsa,East,7 months ago,350000,0,0,3.0,0,0.0,0,4.0,350000.0
"SUNDARBASTI HOME : House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,East,7 months ago,21500000,5,5,3.0,1,0.0,0,4.0,4300000.0
"Land For Sale In Tokha, Kathmandu","Greenland Chok, Tokha, Kathmandu",Kathmandu,East,7 months ago,3900000,0,0,3.0,0,0.0,0,4.0,3900000.0
"GOLFUTAR 4 ANA : Land For Sale In Golfutar, Kathmandu","NA, Golfutar, Kathmandu",Kathmandu,West,7 months ago,6700000,0,0,3.0,0,0.0,0,4.0,6700000.0
"House For Sale In Budhanilkantha, Kathmandu","Srijana Tole, Budhanilkantha, Kathmandu",Kathmandu,East,7 months ago,25500000,7,5,3.0,1,0.0,3,4.0,3642857.1428571427
"Perfect 8 Anna Residential Land For Sale Inside Budhanilkantha Villa : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Villa, Budhanilkantha, Kathmandu",Kathmandu,East,7 months ago,4200000,0,0,3.0,0,0.0,0,4.0,4200000.0
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,North,7 months ago,16500000,8,0,3.0,0,0.0,0,4.0,2062500.0
"House For Sale In Bhangal, Kathmandu","Sundara Basti, Bhangal, Kathmandu",Kathmandu,West,7 months ago,22000000,11,0,3.0,0,0.0,0,4.0,2000000.0
"House For Sale In Changunarayan, Bhaktapur","Thathali, Changunarayan, Bhaktapur",Bhaktapur,South,7 months ago,10500000,0,0,3.0,0,0.0,0,4.0,10500000.0
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,West,7 months ago,2200000,0,0,3.0,0,0.0,0,4.0,2200000.0
"Land For Sale In Lagankhel, Lalitpur","Lagankhel, Lagankhel, Lalitpur",Lalitpur,North,7 months ago,5000000,0,0,3.0,0,0.0,0,4.0,5000000.0
"Land For Sale In Lubhu, Lalitpur","Jagate, Lubhu, Lalitpur",Lalitpur,West,7 months ago,1250000,0,0,3.0,0,0.0,0,4.0,1250000.0
"12 Anna Fully Furnished Bungalow For Sale At Dhumbarahi, Pragati Tole : House For Sale In Dhumbarahi, Kathmandu","Pragati Tole, Dhumbarahi, Kathmandu",Kathmandu,East,7 months ago,70000000,5,7,2.0,3,0.0,17,4.0,14000000.0
"Land For Sale Near Itahari Chowk : Land For Sale In Birtamod Road, Itahari","Nearby Sangeet Chowk, Birtamod Road, Itahari",Itahari,North,7 months ago,1250000,0,0,3.0,0,0.0,0,4.0,1250000.0
"House For Sale In Banasthali, Kathmandu","Prakritik Chowk, Banasthali, Kathmandu",Kathmandu,North,7 months ago,39500000,5,6,3.0,5,0.0,13,4.0,7900000.0
"Land For Sale In Dahachowk, Khahare, Kathmandu","Khahare chowk dahachowk, Dahachowk, khahare, Kathmandu",Kathmandu,North East,7 months ago,1450000,0,0,3.0,0,0.0,6,4.0,1450000.0
"One Storied House For Sale Near Pashupati, Guheswori, Boudha : House For Sale In Chabahil, Kathmandu","Guheshwori, Chabahil, Kathmandu",Kathmandu,South,7 months ago,18000000,2,1,1.0,0,0.0,1,4.0,9000000.0
"60 Feet Faced Land On Main Road : Land For Sale In Mahalaxmisthan, Lalitpur","Shovahiti, Mahalaxmisthan, Lalitpur",Lalitpur,East,7 months ago,4300000,0,0,0.0,0,0.0,0,4.0,4300000.0
"Bungalow For Sale At Sitapaila, Sita Homes : House For Sale In Sitapaila, Kathmandu","25 Gha, Sitapaila, Kathmandu",Kathmandu,East,7 months ago,22000000,3,4,3.0,1,7.0,5,4.0,7333333.333333333
"Land For Lease In DDC Chowk, Biratnagar","ddc chowk, DDC Chowk, Biratnagar",Biratnagar,East,7 months ago,30000,0,0,3.0,0,0.0,0,4.0,30000.0
"House For Rent In Tarkeshwor, Kathmandu","Malpot office Manamaiju, Tarkeshwor, Kathmandu",Kathmandu,East,7 months ago,110000,0,6,3.0,1,0.0,6,4.0,110000.0
"Apartment For Rent In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,South,7 months ago,40000,2,1,12.0,1,0.0,12,4.0,20000.0
"9 Anna Land For Sale At Baluwatar Infront Of Himani Trust : Land For Sale In Baluwatar, Kathmandu","Infront Of Himani Trust, Baluwatar, Kathmandu",Kathmandu,South East,7 months ago,5500000,0,0,3.0,0,0.0,0,4.0,5500000.0
"Tempting Brand New Modern Bungalow For Sale In Maharajgunj : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,East,7 months ago,62500000,5,6,2.0,5,6.0,15,4.0,12500000.0
"7 Anna Attractive Land At Narayan Chaur, Naxal Near Star Venue Party Palace : Land For Sale In Naxal, Kathmandu","Near Star Venue Party Palace, Naxal, Kathmandu",Kathmandu,South East,7 months ago,8500000,0,0,3.0,0,0.0,0,4.0,8500000.0
"Ichangu Narayan Jagga : Land For Sale In Nagarjun, Kathmandu","Ichangunarayan, Nagarjun, Kathmandu",Kathmandu,South,7 months ago,32500000,0,0,3.0,0,0.0,0,4.0,32500000.0
"House For Sale In Sukedhara, Kathmandu","Yatayat Office sukedhara, Sukedhara, Kathmandu",Kathmandu,South,7 months ago,47000000,18,6,3.0,6,0.0,11,4.0,2611111.111111111
"Office Space For Rent In Baluwatar, Kathmandu","Russian Embassy Nepal, Baluwatar, Kathmandu",Kathmandu,North,7 months ago,175000,0,0,4.0,0,0.0,0,4.0,175000.0
"Beauty Parlor On Sale! : Business For Sale In Anamnagar, Kathmandu","Devkota Sadak, Anamnagar, Kathmandu",Kathmandu,South,7 months ago,500000,0,0,1.0,0,0.0,0,4.0,500000.0
"1 Ropani Attractive Commercial Land For Sale At Gahana Pokhari, Naxal : Land For Sale In Naxal, Kathmandu","Gahana Pokhari Main Road, Naxal, Kathmandu",Kathmandu,North East,7 months ago,11000000,0,0,3.0,0,0.0,0,4.0,11000000.0
"3.5 Storied House On Sale : House For Sale In Boudha, Kathmandu","Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",Kathmandu,North,7 months ago,22500000,0,4,3.0,4,16.0,4,4.0,22500000.0
"26 Anna Main Road Commercial Land, Mid Baneshwor Beside Venus Hospital : Land For Sale In Mid Baneshwor, Kathmandu","Mid baneshwor Beside Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,South East,7 months ago,11000000,0,0,3.0,0,0.0,0,4.0,11000000.0
"31 Anna Commercial Land For Sale Prime Location, Baluwatar Main Road : Land For Sale In Baluwatar, Kathmandu","Baluwatar Main Road, Baluwatar, Kathmandu",Kathmandu,East,7 months ago,13000000,0,0,3.0,0,0.0,0,4.0,13000000.0
"8 Anna Modern House For Sale In Basundhara In Sherchan Colony Height : House For Sale In Dhapasi, Kathmandu","Sherchan Colony, Dhapasi, Dhapasi, Kathmandu",Kathmandu,South West,7 months ago,45000000,6,6,3.0,2,0.0,18,4.0,7500000.0
"Magnificent New Bungalow For Sale At Budhanilkantha, Kathmandu : House For Sale In Budhanilkantha, Kathmandu","Park Village, Budhanilkantha, Kathmandu",Kathmandu,North,7 months ago,130000000,6,7,2.0,10,8.0,18,4.0,21666666.666666668
"9 Anna Commercial Main Road Land On Sale Opposite To Big Mart Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Main Road, Lazimpat, Kathmandu",Kathmandu,East,7 months ago,15000000,0,0,3.0,0,0.0,0,4.0,15000000.0
"Land With Old House On Sale, Dhumbarahi Main Road Near Investment Bank : Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Main Road, Dhumbarahi, Kathmandu",Kathmandu,West,7 months ago,7500000,0,0,3.0,0,0.0,0,4.0,7500000.0
"6.5 Anna Land For Sale At Basundhara Chauki, Shayanshah Height : Land For Sale In Dhapasi, Kathmandu","Shayansha Height Near Ram Mandir, Dhapasi, Kathmandu",Kathmandu,East,7 months ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"Bungalow At Mid Baneshwor, 100 Meters From Venus Hospital : House For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Near Venus Hospital, Mid Baneshwor, Kathmandu",Kathmandu,South East,7 months ago,120000000,4,5,2.0,2,0.0,13,4.0,30000000.0
"Apartment For Rent In Bishal Nagar, Kathmandu","Bishal Nagar, Bishal Nagar, Kathmandu",Kathmandu,West,7 months ago,100000,2,2,9.0,1,0.0,18,4.0,50000.0
"Bhelpa House On Rent : House For Rent In Gwarko, Lalitpur","Balfal Bhelpa., Gwarko, Lalitpur",Lalitpur,East,7 months ago,45000,3,3,3.0,1,0.0,5,2.0,15000.0
"Office Space For Rent In Baneshwor, Kathmandu","New Baneshwor Chowk, Baneshwor, Kathmandu",Kathmandu,South,7 months ago,350000,0,0,8.0,0,0.0,10,4.0,350000.0
"Residential : House For Sale In Kapan, Kathmandu","Payutar, Kapan, Kathmandu",Kathmandu,East,7 months ago,22000000,6,5,3.0,1,9.0,9,4.0,3666666.6666666665
"House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,West,7 months ago,17000000,3,2,2.0,3,6.0,1,4.0,5666666.666666667
"Budhanilkantha Bungalow : House For Rent In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,East,7 months ago,550000,24,0,4.0,15,0.0,16,4.0,22916.666666666668
"Budanilkantha Golfutar Home : House For Sale In Budhanilkantha, Kathmandu","Golfutar, Budhanilkantha, Kathmandu",Kathmandu,South,7 months ago,30000000,10,8,4.0,2,0.0,5,4.0,3000000.0
"House For Sale In Kavresthali, Kathmandu","Vadigoth, Kavresthali, Kathmandu",Kathmandu,West,7 months ago,7000000,0,0,3.0,0,0.0,0,4.0,7000000.0
"New Modern And Beautiful House : House For Sale In Thaiba, Lalitpur","Wasa hiti, Thaiba, Lalitpur",Lalitpur,East,7 months ago,19000000,4,4,3.0,2,0.0,11,4.0,4750000.0
"House Near Kist Hospital Imadole : House For Sale In Imadol, Lalitpur","timalshina chowk, Imadol, Lalitpur",Lalitpur,South,7 months ago,18000000,0,4,4.0,0,9.0,7,4.0,18000000.0
"Land For Sale In Birgunj, Parsa","Birganj Inner Bypass Rd, Birgunj, Parsa",Parsa,North,7 months ago,1550000,0,0,0.0,0,0.0,0,4.0,1550000.0
"One Floor Home : House For Sale In Tarakeshwar, Kathmandu","Kavresthali, Tarakeshwar, Kathmandu",Kathmandu,North West,7 months ago,12000000,1,1,1.0,1,0.0,8,2.0,12000000.0
"House For Sale In Newroad, Kathmandu","New Road, Newroad, Kathmandu",Kathmandu,West,7 months ago,122500000,23,10,3.0,0,0.0,0,4.0,5326086.956521739
"House For Rent In Boudha, Kathmandu","Boudha - Jorpati Road, Boudha, Kathmandu",Kathmandu,West,7 months ago,55000,4,4,3.0,0,0.0,0,4.0,13750.0
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,North,7 months ago,1500000,0,0,3.0,0,0.0,0,4.0,1500000.0
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,West,7 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"Land For SALE In Banepa : Land For Sale In Banepa, Kavre","Karuna Marg, Banepa, Kavre",Kavre,North,7 months ago,815000,0,0,3.0,0,0.0,0,4.0,815000.0
"Land For Sale In Thali, Kathmandu","Thali, Thali, Kathmandu",Kathmandu,North,7 months ago,1350000,0,0,3.0,0,0.0,0,4.0,1350000.0
"House For Rent In Minbhawan, Kathmandu","New Baneshwor, Minbhawan, Kathmandu",Kathmandu,South,7 months ago,80000,6,2,3.0,0,0.0,0,4.0,13333.333333333334
"House For Sale In Jorpati, Kathmandu","Shiva Chowk, Dashindhoka Jorpati, Jorpati, Kathmandu",Kathmandu,South,7 months ago,20000000,0,0,3.0,0,0.0,0,4.0,20000000.0
"House For Sale In Tikathali, Lalitpur","Tikathali-1, Tikathali, Lalitpur",Lalitpur,South,7 months ago,17000000,8,3,3.0,0,0.0,0,4.0,2125000.0
"House For Sale In Tarkeshwor, Kathmandu","lolang hariyali basti, Tarkeshwor, Kathmandu",Kathmandu,East,7 months ago,17000000,0,0,3.0,0,0.0,0,4.0,17000000.0
"House For Sale In Tarkeshwor, Kathmandu","Lolang, Tarkeshwor, Kathmandu",Kathmandu,South,7 months ago,8500000,4,0,3.0,0,0.0,0,4.0,2125000.0
"Land For Sale In Godawari, Lalitpur","Badikhel, Godawari, Lalitpur",Lalitpur,South,7 months ago,1100000,0,0,3.0,0,0.0,0,4.0,1100000.0
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,North,7 months ago,15500000,8,0,3.0,0,0.0,0,4.0,1937500.0
"Land For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,East,7 months ago,2600000,0,0,3.0,0,0.0,0,4.0,2600000.0
"3 Ropani Land For Sale At Pumdikot Pokhara : Land For Sale In Pokhara, Pokhara","Pumdikot, Pokhara, Pokhara",Pokhara,East,7 months ago,60000000,0,0,3.0,0,0.0,0,4.0,60000000.0
"Shutters For Rent : Office Space For Rent In Koteshwor, Kathmandu","338/6, Koteshwor, Kathmandu",Kathmandu,West,7 months ago,24000,0,3,2.0,1,0.0,7,4.0,24000.0
"Land For Sale In Birtamod Road, Itahari","Rajbiraj saptari, Birtamod Road, Itahari",Itahari,East,7 months ago,230000,0,0,3.0,0,0.0,0,4.0,230000.0
"Land For Sale In Suryabinayak, Bhaktapur","sanga fun park, Suryabinayak, Bhaktapur",Bhaktapur,South West,7 months ago,1200000,0,0,0.0,0,0.0,0,4.0,1200000.0
"Tinkune Prime Location Land On Sale : Land For Sale In Tinkune, Kathmandu","Gairigaon, Tinkune, Kathmandu",Kathmandu,East,7 months ago,5600000,0,0,3.0,0,0.0,0,4.0,5600000.0
"SAMAKHUSI HOME : House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,East,7 months ago,44000000,5,6,3.0,1,0.0,6,4.0,8800000.0
"BUDHANILKANTHA 20 ANA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,North West,7 months ago,100000000,6,6,3.0,10,0.0,15,4.0,16666666.666666666
"BUDANILKANTHA VILLA : House For Sale In Budhanilkantha, Kathmandu","Near by Deubaniwas, Budhanilkantha, Kathmandu",Kathmandu,South East,7 months ago,96000000,5,7,3.0,0,0.0,18,4.0,19200000.0
"BHANGAL HEIGHT NEW HOME : House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,East,7 months ago,28500000,6,6,3.0,2,0.0,6,4.0,4750000.0
"House For Sale In Kadaghari, Kathmandu","Birendra Chowk, Kadaghari, Kathmandu",Kathmandu,North,7 months ago,22500000,0,0,3.0,0,0.0,0,4.0,22500000.0
"Swayambhu Buddhachok 4 Floors Home : House For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,East,7 months ago,41000000,17,10,3.0,2,0.0,8,4.0,2411764.705882353
"House For Sale In Samakhusi, Kathmandu","Near Ranibari, Samakhusi, Kathmandu",Kathmandu,North,7 months ago,30000000,11,0,4.0,2,24.0,7,4.0,2727272.727272727
"5 Ana Land On Sale In Vibor Planning, Chunikhel Bhaiseapti : Land For Sale In Bhaisepati, Lalitpur","Chunikhel, Bhaisepati, Lalitpur",Lalitpur,East,7 months ago,2500000,0,0,3.0,0,0.0,0,4.0,2500000.0
"Office Space For Sale In Jamal, Kathmandu","Kanti Path, Jamal, Kathmandu",Kathmandu,North,7 months ago,1200000,0,0,3.0,0,0.0,0,4.0,1200000.0
"Apartment For Rent In Naxal, Kathmandu","Bhatbhateni Apartments, Naxal, Kathmandu",Kathmandu,East,7 months ago,170000,3,4,7.0,2,0.0,17,4.0,56666.666666666664
"Modern Bungalow : House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,East,7 months ago,65000000,5,6,3.0,3,0.0,10,4.0,13000000.0
"2 Floors Flats Available For Office Rent In Kupondole : Flat For Rent In Kupondole, Lalitpur","84/10 Kupondole, Kupondole, Lalitpur",Lalitpur,South East,7 months ago,95000,4,2,4.0,4,0.0,8,4.0,23750.0
"3 - 4 Ana Land On Sale In Khadka Gau , Kalanki 1.5 Km From LRI School : Land For Sale In Kalanki, Kathmandu","Khadka Gau , 1.5 km from LRI, Kalanki, Kathmandu",Kathmandu,South East,7 months ago,2300000,0,0,3.0,0,0.0,0,4.0,2300000.0
"Flat For Rent In Balkot, Bhaktapur","Sirutar, Balkot, Bhaktapur",Bhaktapur,West,7 months ago,12000,2,1,3.0,0,0.0,0,4.0,6000.0
"PRIVATE HOME URGENTLY SELLING : House For Sale In Basbari, Kathmandu","Basnsbari Road, Basbari, Kathmandu",Kathmandu,North East,7 months ago,115000000,4,4,3.0,4,16.0,22,4.0,28750000.0
"5 Ana Land On Sale In Pepsicola, Kathmandu !! : Land For Sale In Pepsicola, Kathmandu","Pepsicola , Near Sunrise Bank, Pepsicola, Kathmandu",Kathmandu,South East,7 months ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"4 Ana Land On Sale In Dharmasthali, Tarakheshwor Kathamandu : Land For Sale In Tarakeshwar, Kathmandu","Dharmasthali, Tarakeshwar, Kathmandu",Kathmandu,South West,7 months ago,1400000,0,0,3.0,0,0.0,0,4.0,1400000.0
"LAND FOR SALE : Land For Sale In Khairahani, Chitwan","Khairahani Nagarpalika, Ward No 6, Chitwan, Khairahani, Chitwan",Chitwan,North,7 months ago,2500000,0,0,3.0,0,0.0,0,4.0,2500000.0
"Immediate Sale Of 4 Ana Land In Vip Area Of Bhaisepati : Land For Sale In Bhaisepati, Lalitpur","Gokul Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,South West,7 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"1 Ropani Land On Sale In Macchegau, Kritipur - Can Be Plotted Into 3 Pieces : Land For Sale In Naya Bazar, Kathmandu","machchhegaun, Naya Bazar, Kathmandu",Kathmandu,North East,7 months ago,1000000,0,0,3.0,0,0.0,0,4.0,1000000.0
"5 Ana Land On Sale In Hattiban , Saatdobato : Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,South West,7 months ago,2300000,0,0,3.0,0,0.0,0,4.0,2300000.0
"House For Rent In Lekhnath, Pokhara","Lake Side, Lekhnath, Pokhara",Pokhara,South East,7 months ago,230000,0,0,3.0,1,0.0,0,4.0,230000.0
"4 Ana Land On Sale In BhatekekoPati , Kritipur : Land For Sale In Kirtipur, Kathmandu","Bhatkepati, Kirtipur, Kathmandu",Kathmandu,South East,7 months ago,2100000,0,0,3.0,0,0.0,0,4.0,2100000.0
"House For Sale In Dhapasi, Kathmandu","Bhagawati Temple, Dhapasi, Kathmandu",Kathmandu,West,7 months ago,35000000,6,4,3.0,8,0.0,7,4.0,5833333.333333333
"Bunglow On Sale At Dhungedhara Near Nursery Chowk : House For Sale In Dhungedhara, Kathmandu","Nursery Chowk, Dhungedhara, Kathmandu",Kathmandu,East,7 months ago,140000000,7,4,3.0,3,0.0,2,4.0,20000000.0
"House For Sale In Duwakot, Bhaktapur","Duwakot, Duwakot, Bhaktapur",Bhaktapur,South,7 months ago,7500000,0,0,3.0,0,0.0,0,4.0,7500000.0
"House For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,East,7 months ago,9500000,0,0,3.0,0,0.0,0,4.0,9500000.0
"House For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,South East,8 months ago,20000000,0,0,3.0,0,0.0,0,4.0,20000000.0
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,South,8 months ago,18000000,0,0,3.0,0,0.0,0,4.0,18000000.0
"House For Sale In Lekhnath, Pokhara","Pokhara Gumba Fade, Lekhnath, Pokhara",Pokhara,South,8 months ago,12000000,0,0,3.0,0,0.0,0,4.0,12000000.0
