Title,Address,City,Face,Posted,Price,Bedroom,Bathroom,Floors,Parking,House Age,Amenities Count,Build Area (Aana),Price per Bedroom
"House For Sale In Shantinagar, Kathmandu","New Baneshwor, Shantinagar, Kathmandu",Kathmandu,West,3 months ago,43500000,7,3,3.0,1,0.0,10,4.0,6214285.714285715
"One Room At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,East,3 months ago,10000,1,1,3.0,0,0.0,0,4.0,10000.0
"Flat At Sanepa : Flat For Rent In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,East,3 months ago,25000,4,2,3.0,1,0.0,0,4.0,6250.0
"First Floor Flat At Dhobighat : Flat For Rent In Dhobighat, Lalitpur","dhobighat, Dhobighat, Lalitpur",Lalitpur,East,3 months ago,20000,1,1,3.0,0,0.0,0,4.0,20000.0
"Full Furnished House On Rent Karyabinayak Colony : House For Rent In Karyabinayak, Lalitpur","bhaisepati, Karyabinayak, Lalitpur",Lalitpur,East,3 months ago,100000,4,4,3.0,1,0.0,5,4.0,25000.0
"House : House For Rent In Bakhundol, Lalitpur","bakhundol, Bakhundol, Lalitpur",Lalitpur,South,3 months ago,270000,5,4,2.0,12,0.0,12,4.0,54000.0
"Land : Land For Sale In Damak, Jhapa","krishnamandir, Damak, Jhapa",Jhapa,South,3 months ago,430000,0,0,0.0,0,0.0,0,4.0,430000.0
"LAND : Land For Sale In Dharan, Dharan","DHARAN PATNALI, Dharan, Dharan",Dharan,East,3 months ago,2000000,0,0,3.0,0,0.0,0,4.0,2000000.0
"Cheap Land : Land For Sale In Balkot, Bhaktapur","sirutar, Balkot, Bhaktapur",Bhaktapur,East,3 months ago,1100000,0,0,3.0,0,0.0,0,4.0,1100000.0
"Buddhanilkantha 10 Ana : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,North East,3 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"Flat Rent : Flat For Rent In Basundhara, Kathmandu","Kanti Marg, Basundhara, Basundhara, Kathmandu",Kathmandu,West,3 months ago,20000,2,1,3.0,1,13.0,5,4.0,10000.0
"Land For Sale : Land For Sale In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,South East,3 months ago,2700000,0,0,3.0,0,0.0,0,4.0,2700000.0
"Full Furnished House On Rent At Bhaisepati : House For Rent In Bhaisepati, Lalitpur","bhaisepati, Bhaisepati, Lalitpur",Lalitpur,East,3 months ago,150000,4,4,3.0,1,0.0,8,4.0,37500.0
"Space On Rent For Office And Restaurant ... Baneshwor Chowk : Office Space For Rent In Baneshwor, Kathmandu","naya baneshwor, Baneshwor, Kathmandu",Kathmandu,East,3 months ago,450,0,0,3.0,0,0.0,1,4.0,450.0
"Full Furnished House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,East,3 months ago,60000,2,2,3.0,1,0.0,7,4.0,30000.0
"Brand New Modern House For Sale At Basundhara Chowk, Inside Ring Road. : House For Sale In Basundhara, Kathmandu","Basundhara Chowk, Inside Ring Road, Basundhara, Kathmandu",Kathmandu,East,3 months ago,22500000,4,3,2.0,1,0.0,17,4.0,5625000.0
"Exclusive Semi Bungalow For Sale At Golfutar Chowk 30 Mtr From Highway : House For Sale In Golfutar, Kathmandu","Golfutar Chowk, 30 Meter From Highway, Golfutar, Kathmandu",Kathmandu,East,3 months ago,45000000,0,4,3.0,2,0.0,20,4.0,45000000.0
"Townplanning 13 Ana Bungalow : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,East,3 months ago,85000000,5,6,3.0,4,0.0,1,4.0,17000000.0
"Siddarth Colony Under Construction Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,160000000,6,6,3.0,5,0.0,1,4.0,26666666.666666668
"Baluwatar 2 Ropani Land : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,East,3 months ago,7500000,0,0,3.0,0,0.0,0,4.0,7500000.0
"Samakhusi 11 Ana Flat Home : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,East,3 months ago,61000000,12,8,4.0,4,0.0,4,4.0,5083333.333333333
"Golfutar Home : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,East,3 months ago,45000000,6,6,3.0,2,0.0,6,4.0,7500000.0
"Mitrapark Bungalow : House For Sale In Chabahil, Kathmandu","Na, Chabahil, Kathmandu",Kathmandu,East,3 months ago,49500000,5,5,3.0,2,0.0,1,4.0,9900000.0
"Dhaneswor House For Sale : House For Sale In Baniyatar, Kathmandu","Na, Baniyatar, Kathmandu",Kathmandu,North East,3 months ago,24000000,6,6,3.0,1,0.0,1,4.0,4000000.0
"Basundhara Semi Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,South West,3 months ago,45000000,6,6,3.0,4,0.0,2,4.0,7500000.0
"Basundhara Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,South,3 months ago,60000000,7,7,3.0,4,0.0,2,4.0,8571428.57142857
"Basundhara Beautiful Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,East,3 months ago,22500000,5,5,3.0,1,0.0,1,4.0,4500000.0
"South Facing Bungalow For Sale At Dhapasi Height With Great View In 22 Feet Road : House For Sale In Dhapasi, Kathmandu","Dhapasi Height, 700 meter out from ring road., Dhapasi, Kathmandu",Kathmandu,South,3 months ago,69000000,5,5,3.0,0,0.0,24,4.0,13800000.0
"Sitapaila Housing : Land For Sale In Sitapaila, Kathmandu","Na, Sitapaila, Kathmandu",Kathmandu,East,3 months ago,68000000,0,0,3.0,0,0.0,0,4.0,68000000.0
"18 Anna Land For Sale At Budhanilkantha, Opposite Park Village Resort : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Opposite Park Village Resort, Main Road bata only 30 meters., Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,3700000,0,0,3.0,0,0.0,0,4.0,3700000.0
"Budhanilkantha 17 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,South West,3 months ago,62000000,5,6,3.0,4,0.0,9,4.0,12400000.0
"Parkvillage Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,3700000,0,0,3.0,0,0.0,0,4.0,3700000.0
"Dhapasi Exclusive Bungalow : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,South East,3 months ago,69000000,7,7,3.0,4,0.0,9,4.0,9857142.857142856
"Golfutar 6 Ana Exclusive Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,East,3 months ago,45000000,6,7,3.0,2,0.0,7,4.0,7500000.0
"East Face 12 Anna Bungalow For Sale At Naxal, 400 Mtr From Bhatbhateni : House For Sale In Naxal, Kathmandu","Naxal, 400 meter from Bhatbhateni., Naxal, Kathmandu",Kathmandu,East,3 months ago,65000000,6,5,2.0,0,0.0,24,4.0,10833333.333333334
"VIP Semi-Bungalow On Sale In Akashedhara Height , 1 Km From Ringroad Sukhedhara : House For Sale In Sukedhara, Kathmandu","Akashedhara Height, Sukedhara, Kathmandu",Kathmandu,South East,3 months ago,42000000,8,7,4.0,4,0.0,9,4.0,5250000.0
"1.5 Storey : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,North East,3 months ago,13000000,2,1,1.35,1,0.0,0,4.0,6500000.0
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,North,3 months ago,12700000,2,1,1.5,1,0.0,8,4.0,6350000.0
"1.5 Storey : House For Sale In Imadol, Lalitpur","Nearby Green hill city, Imadol, Lalitpur",Lalitpur,West,3 months ago,11000000,2,1,1.5,1,0.0,0,4.0,5500000.0
"Land For Sale In Mahendra Highway : Land For Sale In Bharatpur, Chitwan","haakim chowk, Bharatpur, Chitwan",Chitwan,South,3 months ago,3050000,0,0,3.0,0,0.0,0,4.0,3050000.0
"House For Sale In Imadol, Lalitpur","nearby Pawan prakriti school., Imadol, Lalitpur",Lalitpur,West,3 months ago,12000000,2,1,1.5,1,0.0,8,4.0,6000000.0
"House For Rent At Civil Homes Sunakothi Phase III : House For Rent In Civil Homes, Lalitpur","sunakothi, Civil Homes, Lalitpur",Lalitpur,East,3 months ago,65000,4,3,3.0,1,0.0,0,4.0,16250.0
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Nearby Panityanki, Tikathali, Lalitpur",Lalitpur,East,3 months ago,12500000,2,1,1.5,1,0.0,11,4.0,6250000.0
"House For Sale In Budhanilkantha, Kathmandu","Akasedhara, Sagarmatha chwok, Budhanilkantha, Kathmandu",Kathmandu,North,3 months ago,19000000,8,4,3.0,1,0.0,10,4.0,2375000.0
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","Nearby, Buddha party palace, Tikathali, Lalitpur",Lalitpur,South,3 months ago,11500000,2,1,1.5,1,0.0,5,4.0,5750000.0
"10 Dhur Graderi On Sale : Land For Sale In Bharatpur, Chitwan","Bharatpur-15, Bharatpur, Chitwan",Chitwan,South,3 months ago,400000,0,0,3.0,0,0.0,0,4.0,400000.0
"Attractive Building : House For Lease In Bharatpur, Chitwan","Bharatpur-4, Bharatpur, Chitwan",Chitwan,South,3 months ago,80000,6,3,3.0,10,6.0,5,4.0,13333.333333333334
"Flat At Rent - Near SaSa Restaurant : Flat For Rent In Machhegaun, Kirtipur","Kirtipur, Machhegaun, Kirtipur",Kirtipur,North East,3 months ago,16000,2,1,3.0,1,6.0,1,3.0,8000.0
"Apartment For Rent In Dhapakhel, Lalitpur","Downtown apartment, Dhapakhel, Lalitpur",Lalitpur,East,3 months ago,60000,3,2,3.0,1,10.0,2,4.0,20000.0
"One And Half Storied : House For Sale In Tikathali, Lalitpur","nearby Pawan prakriti school., Tikathali, Lalitpur",Lalitpur,North East,3 months ago,15000000,2,1,1.5,1,0.0,7,4.0,7500000.0
"One And Half Storied : House For Sale In Tikathali, Lalitpur","Panityanki, Tikathali, Lalitpur",Lalitpur,East,3 months ago,11000000,2,1,1.5,1,0.0,5,4.0,5500000.0
"Land For Sale In Changunarayan, Bhaktapur","Sudal, Changunarayan, Bhaktapur",Bhaktapur,North,3 months ago,1500000,0,0,3.0,0,0.0,0,4.0,1500000.0
"House On Rent At Karyabinay Colony : House For Rent In Bhaisepati, Lalitpur","karyabinayak colony, Bhaisepati, Lalitpur",Lalitpur,East,3 months ago,50000,4,4,3.0,1,6.0,3,4.0,12500.0
"House At Sale : House For Sale In Hetauda, Makwanpur","Manahari, Hetauda, Makwanpur",Makwanpur,East,3 months ago,20000000,4,4,2.0,4,6.0,3,4.0,5000000.0
"House For Rent In Kupondole : House For Rent In Kupondole, Lalitpur","kupondole, lalitpur, Kupondole, Lalitpur",Lalitpur,North,3 months ago,400000,0,5,5.0,3,24.0,5,4.0,400000.0
"Baluwatar Russian Embassy : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,East,3 months ago,7500000,0,0,3.0,0,0.0,0,4.0,7500000.0
"Beautiful Piece Of 4 Anna Square Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,East,3 months ago,4500000,0,0,3.0,0,0.0,0,4.0,4500000.0
"Golfutar Land : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,East,3 months ago,4600000,0,0,3.0,0,0.0,0,4.0,4600000.0
"Sundarbasti 4 Ana Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,West,3 months ago,23000000,5,5,3.0,1,0.0,1,4.0,4600000.0
"East Facing 5.5 Anna Brand New House For Sale At Baluwatar : House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,East,3 months ago,60000000,7,4,4.0,4,0.0,25,4.0,8571428.57142857
"Baluwatar Luxury Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,East,3 months ago,60000000,5,6,4.0,4,0.0,1,4.0,12000000.0
"4 Anna 3.5 Floor House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,East,3 months ago,25500000,7,4,3.0,1,0.0,17,4.0,3642857.1428571427
"South Facing 7 Anna Modern House For Sale At Samakhusi Chowk : House For Sale In Samakhusi, Kathmandu","Samakhusi Chowk, Samakhusi, Kathmandu",Kathmandu,South East,3 months ago,55000000,5,4,2.0,2,0.0,22,4.0,11000000.0
"कान्तिपुर कोलोनीमा ( Lalitpur) नयाँ घर बिक्रिमा !! 192 Lakh (Negotiable ) : House For Sale In Nakhipot, Lalitpur","Kantipur Colony, Nakhipot, Lalitpur",Lalitpur,South West,3 months ago,22200000,4,5,3.0,1,6.0,0,4.0,5550000.0
"Brand New House For Sale At Kapan, Kharibot. : House For Sale In Kapan, Kathmandu","Kapan, Kharibot, Kapan, Kathmandu",Kathmandu,East,3 months ago,24000000,5,3,2.0,1,0.0,15,4.0,4800000.0
"Samakhusi Luxury Bungalow : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,South,3 months ago,55000000,5,6,3.0,2,0.0,1,4.0,11000000.0
"Basundhara House For Sale : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,South West,3 months ago,25500000,7,6,4.0,1,0.0,1,4.0,3642857.1428571427
"5 Anna Land For Sale At Dhapasi, Near Krishna Mandi : Land For Sale In Dhapasi, Kathmandu","Dhapasi, Near Krishna Mandir, Dhapasi, Kathmandu",Kathmandu,East,3 months ago,2700000,0,0,3.0,0,0.0,0,4.0,2700000.0
"East Facing 4 Anna Brand New Family Home For Sale At Mandikatar. : House For Sale In Mandikatar, Kathmandu","Mandikatar Faat, Mandikatar, Kathmandu",Kathmandu,East,3 months ago,27500000,6,3,2.0,1,0.0,17,4.0,4583333.333333333
"3 To 5 Anna Plot Lands At Chapali, Budhanilkantha, 4 Km From Ring Road : Land For Sale In Budhanilkantha, Kathmandu","Chapali, 4 Km From Ring Road, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,2650000,0,0,3.0,0,0.0,0,4.0,2650000.0
"Modern Bungalow For Sale At Rudreshwor Chowk, Budhanilkantha. 50 Meters From Main Highway. : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Chowk, 50 Meters From Main Highway., Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,63000000,5,4,2.0,2,0.0,23,4.0,12600000.0
"10 Anna Land For Sale At Budhanilkantha, Rudreshwor Chowk, 20 Meters From Main Highway. : Land For Sale In Budhanilkantha, Kathmandu","20 Meters From Main Highway, Budhanilkantha, Kathmandu",Kathmandu,West,3 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"17 Anna 5 BHK New Bungalow Sale At Budhanilkantha Near Park Village : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Near Park Village., Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,60000000,5,5,2.0,0,0.0,24,4.0,12000000.0
"Brand New Semi Bungalow In 33 Feet Road, Beside Deuba Residence, Deuba Chowk, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu","Beside Deuba House, Rudreshwor, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,34500000,6,4,3.0,2,0.0,17,4.0,5750000.0
"5.2 Anna 3 Bhk East Facing Bungalow For Sale In Baluwatar, Tudaldevi. : House For Sale In Baluwatar, Kathmandu","Baluwatar, Tudaldevi., Baluwatar, Kathmandu",Kathmandu,East,3 months ago,39500000,3,3,2.0,2,0.0,14,4.0,13166666.666666666
"9 Anna Brand New Bungalow For Sale At Budhanilkantha, Taulung. : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Taulung., Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,38000000,0,3,2.0,3,0.0,14,4.0,38000000.0
"One And Half Storied : House For Sale In Imadol, Lalitpur","Setipakha, Imadol, Lalitpur",Lalitpur,North East,3 months ago,12000000,4,1,1.5,0,0.0,5,4.0,3000000.0
"House For Sale In Chakupat, Lalitpur","dathulan road house, Chakupat, Lalitpur",Lalitpur,South,3 months ago,8700000,0,2,3.0,0,0.0,3,4.0,8700000.0
"House For Sale In Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,East,3 months ago,12500000,2,1,1.0,1,6.0,0,4.0,6250000.0
"House For Sale In Tikathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,East,3 months ago,130000,2,1,1.0,1,6.0,3,4.0,65000.0
"House For Rent Samakhusi : House For Rent In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,South East,3 months ago,60000,0,0,3.0,0,0.0,0,4.0,60000.0
"Fully Furnished House For Sale At Imadol, Sital Height : House For Sale In Imadol, Lalitpur","imadol, Imadol, Lalitpur",Lalitpur,West,3 months ago,23500000,4,4,3.0,1,9.0,13,4.0,5875000.0
"Full Furnished House On Rent In Dhapasi Height, Near Grande Hospital : House For Rent In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,South East,3 months ago,60000,4,3,3.0,1,15.0,3,4.0,15000.0
"House For Sale In Imadol, Lalitpur","Krishna Mandir Area, Imadol, Lalitpur",Lalitpur,East,3 months ago,27000000,6,4,3.0,0,0.0,5,4.0,4500000.0
"4BHK Apartment In Sale- 1340 Sq Feet. : Apartment For Sale In Pepsicola, Kathmandu","Suncity, Pepsicola, Pepsicola, Kathmandu",Kathmandu,South,3 months ago,15200000,4,2,3.0,1,0.0,14,4.0,3800000.0
"Chapali Plotting Land : Land For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,East,3 months ago,2650000,0,0,3.0,0,0.0,0,4.0,2650000.0
"Sano Bharyang Brand New Home : House For Sale In Sano Bharyang, Kathmandu","Na, Sano Bharyang, Kathmandu",Kathmandu,East,3 months ago,235000000,5,5,3.0,1,0.0,1,4.0,47000000.0
"Budhanilkantha Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,East,3 months ago,27600000,7,6,3.0,1,0.0,3,4.0,3942857.1428571427
"22 Anna Land Covered Bungalow For Sale At Budhanilkanta. : House For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,70000000,5,4,3.0,10,0.0,24,4.0,14000000.0
"Classical Traditional Style Bungalow At Chabahil Mitrapark Inside Ringroad. : House For Sale In Chabahil, Kathmandu","Chabahil Inside Ring Road, MITRAPARK, Chabahil, Kathmandu",Kathmandu,East,3 months ago,50000000,4,4,2.0,2,0.0,21,4.0,12500000.0
"Brand New House At Dhungedhara, Banasthali, 300 Meter From Ring Road : House For Sale In Banasthali, Kathmandu","Dhungedhara, Banasthali, Banasthali, Kathmandu",Kathmandu,East,3 months ago,22500000,4,3,2.0,1,0.0,11,4.0,5625000.0
"Brand New House At Sano Bharayang, Swayambhu, 500 Meter From Ring Road : House For Sale In Swayambhu, Kathmandu","Sano Bharayang, Swayambhu, Swayambhu, Kathmandu",Kathmandu,East,3 months ago,23500000,0,3,2.0,1,0.0,17,4.0,23500000.0
"Banasthali Dhungedhara Home : House For Sale In Dhungedhara, Kathmandu","Na, Dhungedhara, Kathmandu",Kathmandu,East,3 months ago,240,5,5,3.0,1,0.0,1,4.0,48.0
"Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,70000000,6,7,3.0,10,0.0,2,4.0,11666666.666666666
"Chabahil Bageswori Homes : House For Sale In Chabahil, Kathmandu","Na, Chabahil, Kathmandu",Kathmandu,East,3 months ago,500000000,5,5,3.0,2,0.0,2,4.0,100000000.0
"Siddarthcolony Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,160000000,10,10,4.0,5,0.0,1,4.0,16000000.0
"Baluwatar Home : House For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,South East,3 months ago,42500000,6,6,3.0,0,0.0,2,4.0,7083333.333333333
"Bhangal New Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,North,3 months ago,18000000,5,5,3.0,1,0.0,1,4.0,3600000.0
"Budhanilkantha Bhangal : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,East,3 months ago,27500000,6,6,3.0,2,0.0,1,4.0,4583333.333333333
"House For Sale In Shantinagar, Kathmandu","Prayag Marga-34, Shantinagar, Kathmandu",Kathmandu,West,3 months ago,33000000,5,3,2.5,1,0.0,14,4.0,6600000.0
"Hepali Height Breathtaking Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,145000000,5,6,3.0,4,0.0,8,4.0,29000000.0
"House For Sale In Satdobato, Lalitpur","Tutepani, Satdobato, Lalitpur",Lalitpur,South,3 months ago,3700000,5,4,3.0,9,0.0,9,4.0,740000.0
"Brand New : House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,South West,3 months ago,21000000,4,5,2.5,1,0.0,11,4.0,5250000.0
"House For Sale In Bhaisepati, Lalitpur","Fulbari Marga, Bhaisepati, Lalitpur",Lalitpur,South East,3 months ago,28500000,5,4,3.0,1,0.0,15,4.0,5700000.0
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,North East,3 months ago,17500000,4,2,3.0,0,0.0,0,4.0,4375000.0
"2storey House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,North East,3 months ago,15500000,4,2,2.0,1,0.0,0,4.0,3875000.0
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","ramkot, Ramkot, Kathmandu",Kathmandu,North East,3 months ago,15500000,4,2,3.0,1,0.0,0,4.0,3875000.0
"Land For Sale In Budhanilkantha, Kathmandu","ganesh chowk, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,3200000,0,0,3.0,0,0.0,0,4.0,3200000.0
"House For Rent In Gairidhara, Kathmandu","Goma Petrol Pump, Gairidhara, Kathmandu",Kathmandu,North East,3 months ago,250000,18,5,2.0,0,0.0,5,4.0,13888.888888888889
"Land For Sale In Basbari : Land For Sale In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,North,3 months ago,3000000,0,0,3.0,0,0.0,0,4.0,3000000.0
"Hattigauda Ma Sasto Jagga Bikrima : Land For Sale In Budhanilkantha, Kathmandu","hattigauda, Budhanilkantha, Kathmandu",Kathmandu,East,3 months ago,2300000,0,0,3.0,0,0.0,0,4.0,2300000.0
"Furnished Office With MOE Consultancy License : Office Space For Sale In Chabahil, Kathmandu","Kumari building, Chabahil, Kathmandu",Kathmandu,East,4 months ago,2000000,0,0,3.0,0,0.0,11,4.0,2000000.0
"Land On Sale In Nagarkot : Land For Sale In Nagarkot, Bhaktapur","hari guru marga, Nagarkot, Bhaktapur",Bhaktapur,North West,4 months ago,400000,0,0,3.0,0,0.0,0,4.0,400000.0
"7.5 Dhur Land At Hetauda : Land For Sale In Hetauda, Makwanpur","Hetauda, Bhairab Road, Milan marg, Hetauda, Makwanpur",Makwanpur,South,4 months ago,1100000,0,0,0.0,0,0.0,0,4.0,1100000.0
"Budhanilkantha Chapali Home For Sale : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,East,4 months ago,42000000,7,6,3.0,3,0.0,7,4.0,6000000.0
"House For Rent In Paknajol, Kathmandu","538 Paknajol Marg, Paknajol, Kathmandu",Kathmandu,West,4 months ago,300000,18,4,5.0,0,0.0,4,3.0,16666.666666666668
"16ana Land At Tokha : Land For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu",Kathmandu,North East,4 months ago,2500000,0,0,3.0,0,0.0,0,4.0,2500000.0
